First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 1, Potential measurament V. 
-0.689,0.005,2024-07-30 05:59:29
-0.687,0.007,2024-07-30 05:59:30
-0.667,0.011,2024-07-30 05:59:30
-0.142,0.007,2024-07-30 05:59:31
-0.378,-0.011,2024-07-30 05:59:31
-0.233,-0.011,2024-07-30 05:59:32
-0.123,0.002,2024-07-30 05:59:32
-0.280,-0.008,2024-07-30 05:59:33
-0.669,0.004,2024-07-30 05:59:33
-0.727,0.004,2024-07-30 05:59:34
-0.736,0.004,2024-07-30 05:59:34
-0.711,-0.001,2024-07-30 05:59:35
-0.710,0.000,2024-07-30 05:59:35
-0.707,-0.000,2024-07-30 05:59:36
-0.706,-0.002,2024-07-30 05:59:36
-0.706,-0.009,2024-07-30 05:59:37
-0.710,0.003,2024-07-30 05:59:37
-0.706,0.003,2024-07-30 05:59:38
-0.703,-0.006,2024-07-30 05:59:38
-0.747,0.004,2024-07-30 06:10:59
-0.642,0.005,2024-07-30 06:10:59
-0.594,0.003,2024-07-30 06:11:00
-0.605,0.003,2024-07-30 06:11:00
-0.218,-0.008,2024-07-30 06:11:01
-0.140,-0.000,2024-07-30 06:11:01
-0.561,0.003,2024-07-30 06:11:02
-0.659,0.006,2024-07-30 06:11:02
-0.683,0.008,2024-07-30 06:11:03
-0.664,0.008,2024-07-30 06:11:03
-0.666,0.011,2024-07-30 06:11:04
-0.621,0.008,2024-07-30 06:11:04
-0.291,-0.013,2024-07-30 06:11:05
-0.257,-0.008,2024-07-30 06:11:05
-0.247,-0.007,2024-07-30 06:11:06
-0.281,-0.012,2024-07-30 06:11:06
-0.663,0.008,2024-07-30 06:11:07
-0.616,0.006,2024-07-30 06:11:07
-0.643,0.012,2024-07-30 06:11:08
-0.573,-0.002,2024-07-30 06:22:28
-0.624,-0.003,2024-07-30 06:22:29
-0.701,-0.003,2024-07-30 06:22:29
-0.725,-0.003,2024-07-30 06:22:30
-0.719,0.004,2024-07-30 06:22:30
-0.719,0.004,2024-07-30 06:22:31
-0.717,0.004,2024-07-30 06:22:31
-0.716,0.002,2024-07-30 06:22:32
-0.718,0.007,2024-07-30 06:22:32
-0.718,0.005,2024-07-30 06:22:33
-0.714,0.006,2024-07-30 06:22:33
-0.717,0.003,2024-07-30 06:22:34
-0.715,0.006,2024-07-30 06:22:34
-0.708,-0.006,2024-07-30 06:22:35
-0.708,-0.002,2024-07-30 06:22:35
-0.708,0.003,2024-07-30 06:22:36
-0.722,0.004,2024-07-30 06:22:36
-0.662,0.004,2024-07-30 06:22:37
-0.584,0.004,2024-07-30 06:22:37
-0.586,0.002,2024-07-30 06:33:58
-0.714,0.007,2024-07-30 06:33:58
-0.592,0.005,2024-07-30 06:33:59
-0.596,0.011,2024-07-30 06:33:59
-0.668,0.010,2024-07-30 06:34:00
-0.629,0.006,2024-07-30 06:34:00
-0.384,-0.003,2024-07-30 06:34:01
-0.381,-0.002,2024-07-30 06:34:01
-0.571,-0.002,2024-07-30 06:34:02
-0.707,0.005,2024-07-30 06:34:02
-0.703,0.003,2024-07-30 06:34:03
-0.701,0.005,2024-07-30 06:34:03
-0.633,-0.004,2024-07-30 06:34:04
-0.647,-0.002,2024-07-30 06:34:04
-0.607,-0.003,2024-07-30 06:34:05
-0.697,0.005,2024-07-30 06:34:05
-0.686,0.005,2024-07-30 06:34:06
-0.697,0.004,2024-07-30 06:34:06
-0.672,0.004,2024-07-30 06:34:07
-0.730,0.004,2024-07-30 06:45:27
-0.726,0.003,2024-07-30 06:45:28
-0.725,0.003,2024-07-30 06:45:28
-0.722,0.005,2024-07-30 06:45:29
-0.722,-0.001,2024-07-30 06:45:29
-0.718,-0.001,2024-07-30 06:45:30
-0.719,-0.003,2024-07-30 06:45:30
-0.717,-0.002,2024-07-30 06:45:31
-0.715,-0.003,2024-07-30 06:45:31
-0.713,0.004,2024-07-30 06:45:32
-0.710,0.003,2024-07-30 06:45:32
-0.708,0.003,2024-07-30 06:45:33
-0.711,-0.003,2024-07-30 06:45:33
-0.708,-0.003,2024-07-30 06:45:34
-0.707,-0.001,2024-07-30 06:45:34
-0.705,-0.003,2024-07-30 06:45:35
-0.700,0.004,2024-07-30 06:45:35
-0.702,0.005,2024-07-30 06:45:36
-0.703,0.003,2024-07-30 06:45:36
-0.612,0.001,2024-07-30 06:56:57
-0.596,0.001,2024-07-30 06:56:57
-0.603,0.002,2024-07-30 06:56:58
-0.689,0.007,2024-07-30 06:56:58
-0.678,0.007,2024-07-30 06:56:59
-0.318,-0.008,2024-07-30 06:56:59
-0.229,-0.004,2024-07-30 06:57:00
-0.236,-0.004,2024-07-30 06:57:00
-0.220,-0.004,2024-07-30 06:57:01
-0.663,0.005,2024-07-30 06:57:01
-0.654,0.005,2024-07-30 06:57:02
-0.608,0.003,2024-07-30 06:57:02
-0.137,0.002,2024-07-30 06:57:03
-0.285,0.006,2024-07-30 06:57:03
-0.238,-0.006,2024-07-30 06:57:04
-0.656,0.005,2024-07-30 06:57:04
-0.678,0.005,2024-07-30 06:57:05
-0.651,0.006,2024-07-30 06:57:05
-0.574,-0.002,2024-07-30 06:57:06
-0.662,0.005,2024-07-30 07:08:26
-0.711,0.005,2024-07-30 07:08:27
-0.685,0.004,2024-07-30 07:08:27
-0.680,0.004,2024-07-30 07:08:28
-0.631,0.004,2024-07-30 07:08:28
-0.144,-0.004,2024-07-30 07:08:29
-0.302,-0.004,2024-07-30 07:08:29
-0.274,0.002,2024-07-30 07:08:30
-0.598,0.002,2024-07-30 07:08:30
-0.563,0.004,2024-07-30 07:08:31
-0.652,0.009,2024-07-30 07:08:31
-0.587,0.003,2024-07-30 07:08:32
-0.615,0.004,2024-07-30 07:08:32
-0.180,-0.004,2024-07-30 07:08:33
-0.701,-0.005,2024-07-30 07:08:33
-0.704,-0.004,2024-07-30 07:08:34
-0.703,-0.002,2024-07-30 07:08:34
-0.703,-0.004,2024-07-30 07:08:35
-0.702,0.006,2024-07-30 07:08:35
-0.733,0.003,2024-07-30 07:19:56
-0.730,0.003,2024-07-30 07:19:57
-0.726,0.005,2024-07-30 07:19:57
-0.725,0.005,2024-07-30 07:19:58
-0.721,-0.001,2024-07-30 07:19:58
-0.720,-0.002,2024-07-30 07:19:59
-0.715,-0.004,2024-07-30 07:19:59
-0.717,0.003,2024-07-30 07:20:00
-0.716,0.004,2024-07-30 07:20:00
-0.713,0.007,2024-07-30 07:20:01
-0.714,0.003,2024-07-30 07:20:01
-0.710,-0.004,2024-07-30 07:20:02
-0.705,-0.000,2024-07-30 07:20:02
-0.706,0.015,2024-07-30 07:20:03
-0.709,0.028,2024-07-30 07:20:03
-0.709,-0.002,2024-07-30 07:20:04
-0.709,-0.001,2024-07-30 07:20:04
-0.700,0.003,2024-07-30 07:20:05
-0.699,0.004,2024-07-30 07:20:05
-0.683,0.003,2024-07-30 07:31:26
-0.662,0.006,2024-07-30 07:31:26
-0.626,0.002,2024-07-30 07:31:27
-0.576,0.002,2024-07-30 07:31:27
-0.129,0.004,2024-07-30 07:31:28
-0.131,0.005,2024-07-30 07:31:28
-0.204,-0.005,2024-07-30 07:31:29
-0.641,0.004,2024-07-30 07:31:29
-0.720,0.005,2024-07-30 07:31:30
-0.715,0.004,2024-07-30 07:31:30
-0.712,-0.000,2024-07-30 07:31:31
-0.710,-0.000,2024-07-30 07:31:31
-0.708,0.002,2024-07-30 07:31:32
-0.707,-0.007,2024-07-30 07:31:32
-0.708,0.003,2024-07-30 07:31:33
-0.708,0.001,2024-07-30 07:31:33
-0.706,-0.002,2024-07-30 07:31:34
-0.699,0.004,2024-07-30 07:31:34
-0.702,0.002,2024-07-30 07:31:35
-0.701,-0.003,2024-07-30 07:31:35
-0.628,0.006,2024-07-30 07:42:56
-0.666,0.007,2024-07-30 07:42:57
-0.583,0.010,2024-07-30 07:42:57
-0.233,-0.007,2024-07-30 07:42:58
-0.574,-0.004,2024-07-30 07:42:58
-0.562,-0.001,2024-07-30 07:42:59
-0.703,0.002,2024-07-30 07:42:59
-0.710,0.003,2024-07-30 07:43:00
-0.712,0.003,2024-07-30 07:43:00
-0.711,0.003,2024-07-30 07:43:01
-0.713,-0.003,2024-07-30 07:43:01
-0.714,-0.001,2024-07-30 07:43:02
-0.709,0.005,2024-07-30 07:43:02
-0.706,-0.003,2024-07-30 07:43:03
-0.703,-0.009,2024-07-30 07:43:03
-0.707,0.004,2024-07-30 07:43:04
-0.705,0.003,2024-07-30 07:43:04
-0.709,0.003,2024-07-30 07:43:05
-0.323,-0.006,2024-07-30 07:43:05
-0.560,-0.003,2024-07-30 07:54:26
-0.601,-0.003,2024-07-30 07:54:26
-0.553,-0.003,2024-07-30 07:54:27
-0.669,0.005,2024-07-30 07:54:27
-0.624,0.005,2024-07-30 07:54:28
-0.677,0.002,2024-07-30 07:54:28
-0.607,-0.003,2024-07-30 07:54:29
-0.605,-0.002,2024-07-30 07:54:29
-0.505,-0.003,2024-07-30 07:54:30
-0.699,0.005,2024-07-30 07:54:30
-0.608,0.007,2024-07-30 07:54:31
-0.698,0.004,2024-07-30 07:54:31
-0.626,0.008,2024-07-30 07:54:32
-0.182,-0.003,2024-07-30 07:54:32
-0.190,-0.002,2024-07-30 07:54:33
-0.297,-0.003,2024-07-30 07:54:33
-0.292,0.003,2024-07-30 07:54:34
-0.649,0.002,2024-07-30 07:54:34
-0.604,0.007,2024-07-30 07:54:35
-0.731,-0.001,2024-07-30 08:05:55
-0.729,-0.003,2024-07-30 08:05:55
-0.726,-0.002,2024-07-30 08:05:56
-0.724,-0.002,2024-07-30 08:05:56
-0.719,0.028,2024-07-30 08:05:57
-0.721,-0.009,2024-07-30 08:05:57
-0.715,-0.009,2024-07-30 08:05:58
-0.720,0.002,2024-07-30 08:05:58
-0.719,0.007,2024-07-30 08:05:59
-0.714,0.003,2024-07-30 08:05:59
-0.156,-0.002,2024-07-30 08:06:00
-0.154,-0.006,2024-07-30 08:06:00
-0.254,-0.011,2024-07-30 08:06:01
-0.291,-0.006,2024-07-30 08:06:01
-0.349,-0.002,2024-07-30 08:06:02
-0.586,0.009,2024-07-30 08:06:02
-0.671,-0.001,2024-07-30 08:06:03
-0.603,0.003,2024-07-30 08:06:03
-0.586,0.005,2024-07-30 08:06:04
-0.731,-0.003,2024-07-30 08:17:25
-0.728,0.002,2024-07-30 08:17:25
-0.726,0.002,2024-07-30 08:17:26
-0.727,0.003,2024-07-30 08:17:26
-0.724,0.004,2024-07-30 08:17:27
-0.720,0.004,2024-07-30 08:17:27
-0.720,0.003,2024-07-30 08:17:28
-0.715,-0.001,2024-07-30 08:17:28
-0.714,-0.010,2024-07-30 08:17:29
-0.711,-0.002,2024-07-30 08:17:29
-0.711,-0.008,2024-07-30 08:17:30
-0.713,0.003,2024-07-30 08:17:30
-0.711,0.003,2024-07-30 08:17:31
-0.706,-0.007,2024-07-30 08:17:31
-0.703,0.019,2024-07-30 08:17:32
-0.704,0.033,2024-07-30 08:17:32
-0.702,0.003,2024-07-30 08:17:33
-0.702,0.003,2024-07-30 08:17:33
-0.704,-0.001,2024-07-30 08:17:34
-0.731,0.003,2024-07-30 08:28:54
-0.727,0.003,2024-07-30 08:28:55
-0.724,0.003,2024-07-30 08:28:55
-0.723,0.003,2024-07-30 08:28:56
-0.721,-0.002,2024-07-30 08:28:56
-0.721,-0.001,2024-07-30 08:28:57
-0.719,-0.001,2024-07-30 08:28:57
-0.714,0.003,2024-07-30 08:28:58
-0.715,0.003,2024-07-30 08:28:58
-0.712,0.003,2024-07-30 08:28:59
-0.708,0.004,2024-07-30 08:28:59
-0.711,-0.002,2024-07-30 08:29:00
-0.709,-0.002,2024-07-30 08:29:00
-0.709,-0.002,2024-07-30 08:29:01
-0.710,-0.003,2024-07-30 08:29:01
-0.703,0.004,2024-07-30 08:29:02
-0.708,0.003,2024-07-30 08:29:02
-0.702,0.003,2024-07-30 08:29:03
-0.701,0.002,2024-07-30 08:29:03
